Subject,Predicate,Object,Section,Organism,PMCID
Participant,hasAgeRange,TwoToEighteenYears,Methods,Human,6902175
Participant,hasConfirmedDiagnosis,DravetSyndrome,Methods,Human,6902175
Participant,receivesTreatment,StiripentolInclusiveRegimen,Methods,Human,6902175
Participant,receivesTreatment,Clobazam,Methods,Human,6902175
Participant,receivesTreatment,Valproate,Methods,Human,6902175
Participant,hasBaselineConvulsiveSeizures,AtLeastSixPerSixWeeks,Methods,Human,6902175
Study,hasBaselinePeriod,SixWeeks,Methods,Human,6902175
Study,hasRandomizationRatio,OneToOne,Methods,Human,6902175
Study,usesStratificationFactor,AgeBelowSixYears,Methods,Human,6902175
Study,usesStratificationFactor,AgeSixYearsOrAbove,Methods,Human,6902175
Fenfluramine,administeredAs,OralSolution,Methods,Human,6902175
Fenfluramine,hasConcentration,TwoPointTwoMgPerML,Methods,Human,6902175
Fenfluramine,hasTargetDose,ZeroPointFourMgPerKgPerDay,Methods,Human,6902175
Fenfluramine,hasMaximumDose,SeventeenMgPerDay,Methods,Human,6902175
Study,hasTitrationPeriod,ThreeWeeks,Methods,Human,6902175
Study,hasMaintenancePeriod,TwelveWeeks,Methods,Human,6902175
Study,usesOutcomeMeasure,MonthlyConvulsiveSeizureFrequency,Methods,Human,6902175
Study,usesOutcomeMeasure,SeizureFreeInterval,Methods,Human,6902175
Study,usesOutcomeMeasure,ClinicalGlobalImpression,Methods,Human,6902175
Study,usesOutcomeMeasure,QualityOfLifeInChildhoodEpilepsy,Methods,Human,6902175
Study,usesOutcomeMeasure,PediatricQualityOfLifeInventory,Methods,Human,6902175
Study,usesOutcomeMeasure,BehaviorRatingInventoryOfExecutiveFunction,Methods,Human,6902175
Study,usesSafetyAssessment,Echocardiography,Methods,Human,6902175
Study,usesSafetyAssessment,Electrocardiogram,Methods,Human,6902175
ScreenedPatients,count,OneHundredFifteen,Results,Human,6902175
RandomizedPatients,count,EightySeven,Results,Human,6902175
FenfluramineGroup,hasParticipantCount,FortyThree,Results,Human,6902175
PlaceboGroup,hasParticipantCount,FortyFour,Results,Human,6902175
Participants,hasMeanAge,NinePointOneYears,Results,Human,6902175
Participants,hasMalePercentage,FiftySevenPercent,Results,Human,6902175
Participants,hasMeanBaselineConvulsiveSeizureFrequency,ApproximatelyTwentyFivePerMonth,Results,Human,6902175
Participants,receivesConcomitantAEDs,ThreeOrMore,Results,Human,6902175
Participants,mostCommonConcomitantAED,Clobazam,Results,Human,6902175
Participants,mostCommonConcomitantAED,Valproate,Results,Human,6902175
Participants,mostCommonConcomitantAED,Topiramate,Results,Human,6902175
Participants,mostCommonConcomitantAED,Levetiracetam,Results,Human,6902175
Fenfluramine,reducesMonthlyConvulsiveSeizureFrequencyBy,FiftyFourPercent,Results,Human,6902175
Fenfluramine,hasConfidenceInterval,ThirtyFivePointSixToSixtySevenPointTwoPercent,Results,Human,6902175
Fenfluramine,hasPValue,LessThanZeroPointZeroZeroOne,Results,Human,6902175
Fenfluramine,achievesResponderRateFiftyPercent,FiftyFourPercent,Results,Human,6902175
Placebo,achievesResponderRateFiftyPercent,FivePercent,Results,Human,6902175
Fenfluramine,achievesResponderRateSeventyFivePercent,ThirtyFivePercent,Results,Human,6902175
Placebo,achievesResponderRateSeventyFivePercent,TwoPercent,Results,Human,6902175
Fenfluramine,hasMedianSeizureFreeInterval,TwentyTwoDays,Results,Human,6902175
Placebo,hasMedianSeizureFreeInterval,ThirteenDays,Results,Human,6902175
Fenfluramine,increases,SeizureFreeDays,Results,Human,6902175
Fenfluramine,reduces,TotalSeizureFrequency,Results,Human,6902175
Fenfluramine,achieves,NearSeizureFreedom,Results,Human,6902175
Fenfluramine,maintainsEfficacyThroughout,TitrationAndMaintenancePeriods,Results,Human,6902175
Fenfluramine,associatedWith,DecreasedAppetite,Results,Human,6902175
Fenfluramine,associatedWith,Pyrexia,Results,Human,6902175
Fenfluramine,associatedWith,Fatigue,Results,Human,6902175
Fenfluramine,associatedWith,Diarrhea,Results,Human,6902175
Fenfluramine,associatedWith,WeightLoss,Results,Human,6902175
WeightLoss,greaterThanSevenPercent,ObservedInTwentyPointNinePercent,Results,Human,6902175
Fenfluramine,hasTreatmentEmergentAdverseEventRate,NinetyEightPercent,Results,Human,6902175
Fenfluramine,hasSeriousAdverseEventRate,FourteenPercent,Results,Human,6902175
Fenfluramine,notAssociatedWith,ValvularHeartDisease,Results,Human,6902175
Fenfluramine,notAssociatedWith,PulmonaryArterialHypertension,Results,Human,6902175
Echocardiography,demonstrates,NormalValveFunction,Results,Human,6902175
TraceMitralRegurgitation,considered,PhysiologicFinding,Results,Human,6902175
Fenfluramine,provides,ClinicallyMeaningfulSeizureReduction,Discussion,Human,6902175
Fenfluramine,effectiveWhenAddedTo,StiripentolInclusiveRegimen,Discussion,Human,6902175
Fenfluramine,shows,EarlyOnsetOfEfficacy,Discussion,Human,6902175
Fenfluramine,maintains,LongitudinalEfficacy,Discussion,Human,6902175
Fenfluramine,has,FavorableBenefitRiskProfile,Discussion,Human,6902175
Study,supports,FenfluramineAsTreatmentOption,Discussion,Human,6902175
Study,hasLimitation,ShortDuration,Discussion,Human,6902175
Study,requires,LongTermSafetyEvaluation,Discussion,Human,6902175
Study,supports,CardiovascularSafetyAtLowDose,Discussion,Human,6902175
DravetSyndrome,isA,SevereGeneticEpilepsy,Introduction,Mouse,3629796
DravetSyndrome,hasGeneticCause,SCN1ALossOfFunctionMutation,Introduction,Mouse,3629796
SCN1A,encodes,NaV1PointOne,Introduction,Mouse,3629796
NaV1PointOne,isVoltageGatedSodiumChannel,BrainType,Introduction,Mouse,3629796
DravetSyndrome,hasAgeOfOnset,SixToNineMonths,Introduction,Mouse,3629796
DravetSyndrome,hasTrigger,ElevatedBodyTemperature,Introduction,Mouse,3629796
DravetSyndrome,hasComorbidity,SleepDisturbance,Introduction,Mouse,3629796
DravetSyndrome,hasComorbidity,AutisticFeatures,Introduction,Mouse,3629796
DravetSyndrome,hasComorbidity,CognitiveImpairment,Introduction,Mouse,3629796
DravetSyndrome,hasComorbidity,MotorImpairment,Introduction,Mouse,3629796
DravetSyndrome,associatedWith,PrematureDeath,Introduction,Mouse,3629796
DravetSyndrome,associatedWith,ReducedQualityOfLife,Introduction,Mouse,3629796
Scn1aHeterozygousMouse,models,DravetSyndrome,Introduction,Mouse,3629796
Scn1aHeterozygousMouse,hasPathophysiology,ReducedGABAergicInterneuronExcitability,Introduction,Mouse,3629796
ReducedGABAergicInterneuronExcitability,leadsTo,ReducedGABANeurotransmission,Introduction,Mouse,3629796
ReducedGABANeurotransmission,leadsTo,SeizureSusceptibility,Introduction,Mouse,3629796
GABAEnhancingTherapy,targets,InhibitorySynapticTransmission,Introduction,Mouse,3629796
Scn1aHeterozygousMouse,generatedBy,TargetedGeneDeletion,Methods,Mouse,3629796
Scn1aHeterozygousMouse,geneticBackground,C57Bl6,Methods,Mouse,3629796
ExperimentalMouse,hasAgeRange,TwentySevenToThirtyThreeDays,Methods,Mouse,3629796
Genotype,confirmedBy,MultiplexPCR,Methods,Mouse,3629796
Clonazepam,classifiedAs,GABAAReceptorPositiveAllostericModulator,Methods,Mouse,3629796
Tiagabine,classifiedAs,GABAReuptakeInhibitor,Methods,Mouse,3629796
Clonazepam,administeredBy,IntraperitonealInjection,Methods,Mouse,3629796
Tiagabine,administeredBy,IntraperitonealInjection,Methods,Mouse,3629796
DrugInjection,performedAt,ThirtyMinutesBeforeTesting,Methods,Mouse,3629796
ThermalSeizureInduction,startsAt,ThirtySevenDegreesCelsius,Methods,Mouse,3629796
ThermalSeizureInduction,temperatureIncreaseRate,ZeroPointFiveDegreesPerTwoMinutes,Methods,Mouse,3629796
ThermalSeizureInduction,maximumTemperature,FortyTwoPointFiveDegreesCelsius,Methods,Mouse,3629796
SeizureDetection,performedBy,BehavioralObservation,Methods,Mouse,3629796
MyoclonicSeizure,identifiedBy,AxialAndAppendicularJerks,Methods,Mouse,3629796
GeneralizedTonicClonicSeizure,identifiedBy,RearingAndClonicExtension,Methods,Mouse,3629796
RotorodTest,measures,MotorPerformance,Methods,Mouse,3629796
MotorPerformance,expressedAs,PercentageReduction,Methods,Mouse,3629796
DoseResponseAnalysis,uses,HillEquation,Methods,Mouse,3629796
DrugInteractionAnalysis,uses,IsobolographicAnalysis,Methods,Mouse,3629796
UntreatedScn1aMouse,exhibits,ThermallyInducedMyoclonicSeizures,Results,Mouse,3629796
UntreatedScn1aMouse,exhibits,ThermallyInducedGeneralizedTonicClonicSeizures,Results,Mouse,3629796
Clonazepam,increases,TemperatureThresholdForMyoclonicSeizures,Results,Mouse,3629796
Clonazepam,increases,TemperatureThresholdForGeneralizedTonicClonicSeizures,Results,Mouse,3629796
Tiagabine,increases,TemperatureThresholdForGeneralizedTonicClonicSeizures,Results,Mouse,3629796
Tiagabine,provides,MinimalProtectionAgainstMyoclonicSeizures,Results,Mouse,3629796
TiagabineHighDose,reduces,TemperatureThresholdForMyoclonicSeizures,Results,Mouse,3629796
Clonazepam,maximallyProtectsGTCAt,FortyTwoPointTwoDegreesCelsius,Results,Mouse,3629796
Tiagabine,maximallyProtectsGTCAt,FortyOnePointThreeDegreesCelsius,Results,Mouse,3629796
Clonazepam,maximallyProtectsMCAt,FortyOnePointThreeDegreesCelsius,Results,Mouse,3629796
Tiagabine,maximallyProtectsMCAt,ThirtyEightPointNineDegreesCelsius,Results,Mouse,3629796
ClonazepamTiagabineCombination,shows,SynergisticProtectionAgainstGTC,Results,Mouse,3629796
ClonazepamTiagabineCombination,shows,AdditiveProtectionAgainstMC,Results,Mouse,3629796
InteractionIndex,lowestAt,OneToOneDoseRatio,Results,Mouse,3629796
CombinationTherapy,reduces,TotalDrugDoseRequired,Results,Mouse,3629796
Tiagabine,increases,MyoclonicSeizureFrequencyBeforeGTC,Results,Mouse,3629796
Clonazepam,maintains,MyoclonicSeizureFrequencySimilarToControl,Results,Mouse,3629796
CombinationTherapy,maintains,MyoclonicSeizureFrequencySimilarToControl,Results,Mouse,3629796
RotorodPerformance,reducedBy,ClonazepamDose,Results,Mouse,3629796
RotorodPerformance,reducedBy,TiagabineDose,Results,Mouse,3629796
CombinationTherapy,produces,AdditiveMotorImpairment,Results,Mouse,3629796
CombinationTherapy,improves,TherapeuticIndex,Results,Mouse,3629796
CurrentDravetTreatments,provide,IncompleteSeizureControl,Discussion,Mouse,3629796
CurrentDravetTreatments,associatedWith,AdverseEffects,Discussion,Mouse,3629796
Monotherapy,failsToProvide,AdequateSeizureControl,Discussion,Mouse,3629796
CombinationTherapy,requiredFor,DravetSyndromeManagement,Discussion,Mouse,3629796
Scn1aMouseModel,recapitulates,HumanDravetPhenotype,Discussion,Mouse,3629796
ThermallyInducedSeizures,predict,OverallSeizureSusceptibility,Discussion,Mouse,3629796
Clonazepam,has,NarrowTherapeuticWindow,Discussion,Mouse,3629796
Tiagabine,has,ProMyoclonicEffectAtHighDose,Discussion,Mouse,3629796
ClonazepamTiagabineCombination,enhances,GABAergicInhibition,Discussion,Mouse,3629796
EnhancedGABAergicInhibition,restores,ExcitationInhibitionBalance,Discussion,Mouse,3629796
CombinationTherapy,reduces,SedationRelativeToClonazepam,Discussion,Mouse,3629796
CombinationTherapy,reduces,MyoclonicSeizureBurden,Discussion,Mouse,3629796
CombinationTherapy,provides,SuperiorEfficacy,Discussion,Mouse,3629796
CombinationTherapy,supports,RationalPolytherapy,Discussion,Mouse,3629796
SevereMyoclonicEpilepsyOfInfancy,isA,DevelopmentalAndEpilepticEncephalopathy,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,alsoKnownAs,DravetSyndrome,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,firstDescribedBy,CharlotteDravet,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,addedToClassificationBy,InternationalLeagueAgainstEpilepsy,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,constitutesPercentageOf,EpilepsiesInFirstYearOfLife,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,hasClinicalOnset,FirstYearOfLife,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,hasInitialSeizureType,FebrileSeizure,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,hasInitialSeizureType,HemiclonicSeizure,Introduction,Human,3200039
SevereMyoclonicEpilepsyOfInfancy,hasDevelopmentalCourse,InitiallyNormalDevelopment,Introduction,Human,3200039
DevelopmentalDelay,occursDuring,SecondYearOfLife,Introduction,Human,3200039
SCN1AGene,encodes,VoltageGatedSodiumChannelAlpha1Subunit,Introduction,Human,3200039
SCN1AGene,associatedWith,SevereMyoclonicEpilepsyOfInfancy,Introduction,Human,3200039
SCN1AMutation,reportedInPercentageOf,SevereMyoclonicEpilepsyOfInfancyCases,Introduction,Human,3200039
Study,hasDesign,RetrospectiveClinicalGeneticStudy,Methods,Human,3200039
Study,conductedAt,IstanbulMedicalFaculty,Methods,Human,3200039
Study,hasDepartment,PediatricNeurology,Methods,Human,3200039
Study,hasPatientCount,Nine,Methods,Human,3200039
Patient,diagnosedWith,SevereMyoclonicEpilepsyOfInfancy,Methods,Human,3200039
SeizureTypeClassification,usesCriteria,InternationalLeagueAgainstEpilepsy,Methods,Human,3200039
BrainImaging,performedBy,MagneticResonanceImaging,Methods,Human,3200039
Electroencephalography,performedWith,IntermittentPhoticStimulation,Methods,Human,3200039
Electroencephalography,usesElectrodePlacement,TenTwentySystem,Methods,Human,3200039
DevelopmentalAssessment,usesTool,DenverDevelopmentalScreeningTestII,Methods,Human,3200039
DevelopmentalAssessment,usesTool,WechslerIntelligenceScaleForChildrenRevised,Methods,Human,3200039
GeneticTesting,performedOn,PeripheralBloodLymphocytes,Methods,Human,3200039
GeneticAnalysis,performedAt,InstituteBornBungeUniversityOfAntwerp,Methods,Human,3200039
PatientCohort,hasSexDistribution,SixMaleThreeFemale,Results,Human,3200039
PatientCohort,hasAgeAtFirstSeizure,TwoToSixMonths,Results,Human,3200039
PatientCohort,hasSeizureTrigger,Fever,Results,Human,3200039
PatientCohort,hasSeizureTrigger,WholeCellPertussisVaccination,Results,Human,3200039
PatientCohort,hasFamilyHistory,EpilepsyOrFebrileSeizures,Results,Human,3200039
PatientCohort,hasSeizureType,GeneralizedSeizure,Results,Human,3200039
PatientCohort,hasSeizureType,FocalSeizure,Results,Human,3200039
PatientCohort,hasClinicalFeature,StatusEpilepticus,Results,Human,3200039
Electroencephalography,showsFinding,MultifocalSpikes,Results,Human,3200039
Electroencephalography,showsFinding,BackgroundSlowing,Results,Human,3200039
Electroencephalography,showsFinding,FrontalFocalSharps,Results,Human,3200039
Electroencephalography,lacksFinding,Photosensitivity,Results,Human,3200039
PatientCohort,hasSeizureType,AtypicalAbsenceSeizure,Results,Human,3200039
SeizureFrequency,increasesWith,AntiepilepticDrugExposure,Results,Human,3200039
AntiepilepticDrug,aggravates,MyoclonicSeizures,Results,Human,3200039
Valproate,reduces,SeizureSeverity,Results,Human,3200039
Benzodiazepine,usedAs,AddOnTherapy,Results,Human,3200039
Topiramate,usedAs,AddOnTherapy,Results,Human,3200039
DevelopmentalRegression,classifiedAs,Moderate,Results,Human,3200039
DevelopmentalRegression,classifiedAs,Severe,Results,Human,3200039
DevelopmentalRegression,associatedWith,FrequentStatusEpilepticus,Results,Human,3200039
SCN1AMutation,detectedIn,AllPatients,Results,Human,3200039
SCN1AMutation,hasType,NonsenseMutation,Results,Human,3200039
SCN1AMutation,hasType,MissenseMutation,Results,Human,3200039
SCN1AMutation,hasType,SpliceSiteMutation,Results,Human,3200039
SCN1AMutation,hasType,DeletionMutation,Results,Human,3200039
NovelSCN1AMutation,includes,c3705Plus5GSpliceSite,Results,Human,3200039
NovelSCN1AMutation,includes,pTrip153X,Results,Human,3200039
NovelSCN1AMutation,includes,c2416_2946Deletion,Results,Human,3200039
DravetSyndrome,characterizedBy,FebrileAndAfebrileClonicSeizures,Discussion,Human,3200039
DravetSyndrome,characterizedBy,EarlyLifeOnset,Discussion,Human,3200039
DravetSyndrome,characterizedBy,MultipleSeizureTypes,Discussion,Human,3200039
DravetSyndrome,hasClinicalProgression,MyocloniaAfterFirstYear,Discussion,Human,3200039
DravetSyndrome,hasClinicalProgression,AtypicalAbsenceSeizures,Discussion,Human,3200039
DravetSyndrome,hasTreatmentResponse,DrugResistance,Discussion,Human,3200039
StatusEpilepticus,triggeredBy,Fever,Discussion,Human,3200039
StatusEpilepticus,occursFrequentlyIn,DravetSyndrome,Discussion,Human,3200039
PertussisVaccination,actsAs,SeizureTrigger,Discussion,Human,3200039
PertussisVaccination,doesNotDetermine,DiseaseOutcome,Discussion,Human,3200039
SCN1AMutation,explains,VaccineAssociatedSeizureOnset,Discussion,Human,3200039
MutationType,lacksPredictiveValueFor,DiseaseSeverity,Discussion,Human,3200039
DravetSyndrome,managedWith,Valproate,Discussion,Human,3200039
DravetSyndrome,managedWith,Benzodiazepines,Discussion,Human,3200039
DravetSyndrome,managedWith,Topiramate,Discussion,Human,3200039
Carbamazepine,exacerbates,MyoclonicSeizures,Discussion,Human,3200039
Lamotrigine,exacerbates,MyoclonicSeizures,Discussion,Human,3200039
Vigabatrin,exacerbates,MyoclonicSeizures,Discussion,Human,3200039
DravetSyndrome,isA,DevelopmentalAndEpilepticEncephalopathy,Introduction,Mouse,7236080
DravetSyndrome,hasGeneticCause,SCN1ALossOfFunctionMutation,Introduction,Mouse,7236080
SCN1A,encodes,NaV1PointOneSodiumChannel,Introduction,Mouse,7236080
NaV1PointOneSodiumChannel,expressedIn,GABAergicInterneurons,Introduction,Mouse,7236080
SCN1ALossOfFunction,leadsTo,ReducedInhibitoryNeurotransmission,Introduction,Mouse,7236080
ReducedInhibitoryNeurotransmission,leadsTo,NetworkHyperexcitability,Introduction,Mouse,7236080
DravetSyndrome,associatedWith,PrematureMortality,Introduction,Mouse,7236080
DravetSyndrome,associatedWith,BehavioralComorbidities,Introduction,Mouse,7236080
BehavioralComorbidities,include,Anxiety,Introduction,Mouse,7236080
BehavioralComorbidities,include,Depression,Introduction,Mouse,7236080
BehavioralComorbidities,include,AutismLikeBehaviors,Introduction,Mouse,7236080
BehavioralComorbidities,include,MotorDeficits,Introduction,Mouse,7236080
BehavioralComorbidities,include,CognitiveImpairment,Introduction,Mouse,7236080
Cannabidiol,approvedFor,DravetSyndromeSeizures,Introduction,Mouse,7236080
Cannabidiol,lacksPsychoactiveEffect,ComparedToTHC,Introduction,Mouse,7236080
Cannabidiol,previouslyShownToReduce,SeizureFrequency,Introduction,Mouse,7236080
DiseaseModifyingTherapy,definedAs,ImprovesSurvivalAndComorbidities,Introduction,Mouse,7236080
Scn1aMinusMinusMouse,represents,SevereDravetPhenotype,Methods,Mouse,7236080
Scn1aPlusMinusMouse,represents,HeterozygousDravetPhenotype,Methods,Mouse,7236080
MouseModel,maintainedOn,C57BL6JBackground,Methods,Mouse,7236080
Cannabidiol,administeredBy,OralGavage,Methods,Mouse,7236080
Cannabidiol,hasDose,OneHundredMilligramsPerKilogram,Methods,Mouse,7236080
Cannabidiol,administeredFrom,PostnatalDaySix,Methods,Mouse,7236080
Cannabidiol,administeredUntil,PostnatalDayTwenty,Methods,Mouse,7236080
Survival,monitoredUntil,PostnatalDayThirty,Methods,Mouse,7236080
BehavioralAssessment,includes,OpenFieldTest,Methods,Mouse,7236080
BehavioralAssessment,includes,ThreeChamberSocialTest,Methods,Mouse,7236080
BehavioralAssessment,includes,ElevatedPlusMaze,Methods,Mouse,7236080
BehavioralAssessment,includes,YMaze,Methods,Mouse,7236080
BehavioralAssessment,includes,Rotarod,Methods,Mouse,7236080
AnxietyLikeBehavior,assessedBy,ElevatedPlusMaze,Methods,Mouse,7236080
SocialInteraction,assessedBy,ThreeChamberSocialTest,Methods,Mouse,7236080
MemoryFunction,assessedBy,YMaze,Methods,Mouse,7236080
MotorCoordination,assessedBy,Rotarod,Methods,Mouse,7236080
